상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260404-0001004,20260404-0001004,2026-04-04 17:51:12,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자4758,대전광역시,신용카드
20260404-0001005,20260404-0001005,2026-04-04 12:16:44,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자3791,인천광역시,네이버페이
20260404-0001006,20260404-0001006,2026-04-04 18:25:54,배송완료,가비지타임 봉제 인형,색상/타입:M,1,39000,0,39000,구매자9175,충청남도,계좌이체
20260404-0001007,20260404-0001007,2026-04-04 11:13:29,배송중,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자4445,경상남도,신용카드
20260404-0001008,20260404-0001008,2026-04-04 18:14:14,배송완료,신의 탑 머그컵,색상/타입:블랙,1,18000,0,18000,구매자7238,경상남도,네이버페이
20260404-0001009,20260404-0001009,2026-04-04 13:04:55,배송완료,가비지타임 스티커팩,색상/타입:레어,1,6500,0,6500,구매자2171,광주광역시,신용카드
20260404-0001010,20260404-0001010,2026-04-04 15:04:23,배송중,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자7753,대구광역시,계좌이체
20260404-0001011,20260404-0001011,2026-04-04 18:27:24,배송완료,외모지상주의 티셔츠,색상/타입:S,1,32000,0,32000,구매자6340,전라북도,신용카드
20260404-0001012,20260404-0001012,2026-04-04 12:02:03,배송완료,마루는 강쥐 키링,색상/타입:옐로우,1,13500,0,13500,구매자3407,부산광역시,휴대폰
20260404-0001013,20260404-0001013,2026-04-04 15:09:25,배송완료,신의 탑 키링,색상/타입:블루,2,12000,0,24000,구매자8159,광주광역시,네이버페이
20260404-0001014,20260404-0001014,2026-04-04 05:04:22,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자7485,부산광역시,네이버페이
20260404-0001015,20260404-0001015,2026-04-04 12:32:06,배송완료,냐한 남자 티셔츠,색상/타입:S,4,32000,0,128000,구매자1481,전라북도,네이버페이
20260404-0001016,20260404-0001016,2026-04-04 21:11:51,발송준비,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자4417,경기도,신용카드
20260404-0001017,20260404-0001017,2026-04-04 11:52:18,배송완료,냐한 남자 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자4475,경상남도,계좌이체
20260404-0001018,20260404-0001018,2026-04-04 12:21:28,배송완료,가비지타임 머그컵,색상/타입:화이트,2,18000,0,36000,구매자4476,대전광역시,네이버페이
20260404-0001019,20260404-0001019,2026-04-04 21:04:07,배송완료,가비지타임 키링,색상/타입:퍼플,1,12000,0,12000,구매자3925,전라북도,네이버페이
20260404-0001020,20260404-0001020,2026-04-04 12:12:01,결제완료,마루는 강쥐 티셔츠,색상/타입:L,2,32000,0,64000,구매자1925,경기도,신용카드
20260404-0001021,20260404-0001021,2026-04-04 22:57:06,배송완료,가비지타임 스티커팩,색상/타입:레어,2,6500,0,13000,구매자4665,경상남도,신용카드
20260404-0001022,20260404-0001022,2026-04-04 11:11:41,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,5,6500,0,32500,구매자9893,광주광역시,네이버페이
20260404-0001023,20260404-0001023,2026-04-04 19:28:14,결제완료,외모지상주의 스티커팩,색상/타입:기본,1,6500,0,6500,구매자3148,대전광역시,신용카드
20260404-0001024,20260404-0001024,2026-04-04 17:58:50,발송준비,신의 탑 차량용 방향제,색상/타입:우드,5,14000,0,70000,구매자7075,부산광역시,네이버페이
20260404-0001025,20260404-0001025,2026-04-04 18:18:20,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자6427,경상남도,신용카드
20260404-0001026,20260404-0001026,2026-04-04 13:41:38,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자8760,서울특별시,네이버페이
20260404-0001027,20260404-0001027,2026-04-04 16:24:55,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자7817,서울특별시,네이버페이
20260404-0001028,20260404-0001028,2026-04-04 10:06:10,배송완료,가비지타임 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자1634,경기도,신용카드
20260404-0001029,20260404-0001029,2026-04-04 10:07:25,발송준비,마루는 강쥐 파우치,색상/타입:핑크,1,22000,0,22000,구매자6429,대전광역시,네이버페이
20260404-0001030,20260404-0001030,2026-04-04 15:25:58,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자3096,경기도,계좌이체
20260404-0001031,20260404-0001031,2026-04-04 19:49:10,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자2682,경기도,네이버페이
20260404-0001032,20260404-0001032,2026-04-04 18:54:39,배송완료,외모지상주의 봉제 인형,색상/타입:L,1,39000,0,39000,구매자2840,인천광역시,신용카드
20260404-0001033,20260404-0001033,2026-04-04 22:19:35,결제완료,신의 탑 봉제 인형,색상/타입:S,2,39000,0,78000,구매자6262,대구광역시,신용카드
20260404-0001034,20260404-0001034,2026-04-04 16:53:07,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자8805,광주광역시,신용카드
20260404-0001035,20260404-0001035,2026-04-04 12:50:15,배송완료,신의 탑 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자7301,서울특별시,계좌이체
20260404-0001036,20260404-0001036,2026-04-04 12:46:08,배송완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자3042,경상남도,신용카드
20260404-0001037,20260404-0001037,2026-04-04 09:27:54,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자6214,서울특별시,계좌이체
20260404-0001038,20260404-0001038,2026-04-04 01:12:53,배송완료,가비지타임 스티커팩,색상/타입:레어,2,6500,0,13000,구매자4218,인천광역시,신용카드
20260404-0001039,20260404-0001039,2026-04-04 06:53:50,배송완료,신의 탑 스티커팩,색상/타입:시즌2,5,6500,0,32500,구매자6318,부산광역시,신용카드
20260404-0001040,20260404-0001040,2026-04-04 16:03:23,배송완료,냐한 남자 스티커팩,색상/타입:레어,3,6500,0,19500,구매자7603,충청남도,계좌이체
20260404-0001041,20260404-0001041,2026-04-04 16:53:35,배송중,외모지상주의 티셔츠,색상/타입:S,1,32000,0,32000,구매자8449,인천광역시,신용카드
20260404-0001042,20260404-0001042,2026-04-04 11:41:26,취소,외모지상주의 스티커팩,색상/타입:기본,5,6500,0,32500,구매자8403,경기도,신용카드
20260404-0001043,20260404-0001043,2026-04-04 15:42:34,배송완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자3284,경상남도,네이버페이
20260404-0001044,20260404-0001044,2026-04-04 17:23:18,배송완료,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자2170,대구광역시,네이버페이
20260404-0001045,20260404-0001045,2026-04-04 17:29:20,배송완료,외모지상주의 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자4210,부산광역시,계좌이체
20260404-0001046,20260404-0001046,2026-04-04 15:18:02,배송완료,가비지타임 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자2738,서울특별시,네이버페이
20260404-0001047,20260404-0001047,2026-04-04 18:50:43,배송완료,외모지상주의 키링,색상/타입:퍼플,1,12000,0,12000,구매자2120,경기도,신용카드
20260404-0001048,20260404-0001048,2026-04-04 12:57:51,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1687,부산광역시,계좌이체
20260404-0001049,20260404-0001049,2026-04-04 09:41:26,배송중,신의 탑 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자3000,대구광역시,네이버페이
20260404-0001050,20260404-0001050,2026-04-04 21:17:00,결제완료,가비지타임 파우치,색상/타입:핑크,1,22000,0,22000,구매자4346,서울특별시,네이버페이
20260404-0001051,20260404-0001051,2026-04-04 11:55:52,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자3312,인천광역시,신용카드
20260404-0001052,20260404-0001052,2026-04-04 08:02:34,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자7675,전라북도,신용카드
20260404-0001053,20260404-0001053,2026-04-04 10:26:02,배송중,마루는 강쥐 키링,색상/타입:퍼플,5,13500,0,67500,구매자2001,충청남도,신용카드
20260404-0001054,20260404-0001054,2026-04-04 19:35:06,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자6161,부산광역시,신용카드
20260404-0001055,20260404-0001055,2026-04-04 19:33:52,배송완료,냐한 남자 2026 다이어리,색상/타입:위클리,4,19000,0,76000,구매자5636,전라북도,신용카드
20260404-0001056,20260404-0001056,2026-04-04 16:58:51,배송완료,마루는 강쥐 파우치,색상/타입:핑크,2,22000,0,44000,구매자3611,충청남도,네이버페이
20260404-0001057,20260404-0001057,2026-04-04 13:56:29,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자3965,경기도,네이버페이
20260404-0001058,20260404-0001058,2026-04-04 11:59:23,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자1867,대전광역시,신용카드
20260404-0001059,20260404-0001059,2026-04-04 06:25:54,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자8222,대전광역시,신용카드
20260404-0001060,20260404-0001060,2026-04-04 17:21:05,발송준비,냐한 남자 키링,색상/타입:옐로우,2,12000,0,24000,구매자6320,충청남도,네이버페이
20260404-0001061,20260404-0001061,2026-04-04 15:44:08,배송완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자4331,서울특별시,신용카드
20260404-0001062,20260404-0001062,2026-04-04 23:36:26,배송완료,마루는 강쥐 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자3576,충청남도,신용카드
20260405-0001063,20260405-0001063,2026-04-05 09:29:13,배송완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자3625,충청남도,신용카드
20260405-0001064,20260405-0001064,2026-04-05 22:02:22,발송준비,신의 탑 키링,색상/타입:핑크,1,12000,0,12000,구매자1654,경상남도,계좌이체
20260405-0001065,20260405-0001065,2026-04-05 11:38:29,결제완료,가비지타임 봉제 인형,색상/타입:M,1,39000,0,39000,구매자6530,전라북도,네이버페이
20260405-0001066,20260405-0001066,2026-04-05 17:21:31,배송완료,가비지타임 키링,색상/타입:그린,1,12000,0,12000,구매자6804,경기도,신용카드
20260405-0001067,20260405-0001067,2026-04-05 14:25:27,결제완료,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자6219,전라북도,신용카드
20260405-0001068,20260405-0001068,2026-04-05 20:57:35,발송준비,신의 탑 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자2582,부산광역시,신용카드
20260405-0001069,20260405-0001069,2026-04-05 13:12:38,배송중,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자6189,인천광역시,네이버페이
20260405-0001070,20260405-0001070,2026-04-05 14:43:54,결제완료,외모지상주의 봉제 인형,색상/타입:L,1,39000,0,39000,구매자4558,경기도,신용카드
20260405-0001071,20260405-0001071,2026-04-05 19:49:44,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,1,6500,0,6500,구매자7695,충청남도,네이버페이
20260405-0001072,20260405-0001072,2026-04-05 20:48:38,배송완료,마루는 강쥐 봉제 인형,색상/타입:L,2,45000,0,90000,구매자5855,충청남도,계좌이체
20260405-0001073,20260405-0001073,2026-04-05 15:50:35,배송완료,가비지타임 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자8453,경기도,네이버페이
20260405-0001074,20260405-0001074,2026-04-05 12:47:15,배송완료,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자9432,서울특별시,신용카드
20260405-0001075,20260405-0001075,2026-04-05 18:22:22,발송준비,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자6338,대전광역시,휴대폰
20260405-0001076,20260405-0001076,2026-04-05 10:35:46,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자3680,경기도,네이버페이
20260405-0001077,20260405-0001077,2026-04-05 18:57:15,배송중,냐한 남자 티셔츠,색상/타입:M,1,32000,0,32000,구매자3026,부산광역시,휴대폰
20260405-0001078,20260405-0001078,2026-04-05 16:20:50,배송중,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자3427,전라북도,신용카드
20260405-0001079,20260405-0001079,2026-04-05 17:08:46,배송완료,마루는 강쥐 티셔츠,색상/타입:S,1,32000,0,32000,구매자4777,경기도,계좌이체
20260405-0001080,20260405-0001080,2026-04-05 17:20:29,배송완료,신의 탑 2026 다이어리,색상/타입:위클리,4,19000,0,76000,구매자1711,전라북도,신용카드
20260405-0001081,20260405-0001081,2026-04-05 17:24:43,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자5030,경기도,네이버페이
20260405-0001082,20260405-0001082,2026-04-05 20:03:53,배송완료,마루는 강쥐 파우치,색상/타입:핑크,3,22000,0,66000,구매자4737,경기도,신용카드
20260405-0001083,20260405-0001083,2026-04-05 13:16:15,배송완료,외모지상주의 티셔츠,색상/타입:M,1,32000,0,32000,구매자7364,경기도,네이버페이
20260405-0001084,20260405-0001084,2026-04-05 21:49:44,배송완료,가비지타임 봉제 인형,색상/타입:M,4,39000,0,156000,구매자5257,충청남도,신용카드
20260405-0001085,20260405-0001085,2026-04-05 14:29:45,결제완료,냐한 남자 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자8143,경기도,계좌이체
20260405-0001086,20260405-0001086,2026-04-05 11:07:37,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자8458,전라북도,신용카드
20260405-0001087,20260405-0001087,2026-04-05 15:20:15,배송완료,외모지상주의 파우치,색상/타입:핑크,1,22000,0,22000,구매자5588,인천광역시,휴대폰
20260405-0001088,20260405-0001088,2026-04-05 10:17:44,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,2,6500,0,13000,구매자5865,부산광역시,신용카드
20260405-0001089,20260405-0001089,2026-04-05 01:33:05,배송중,냐한 남자 키링,색상/타입:그린,1,12000,0,12000,구매자7799,대구광역시,신용카드
20260405-0001090,20260405-0001090,2026-04-05 16:17:04,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,2,6500,0,13000,구매자7859,충청남도,네이버페이
20260405-0001091,20260405-0001091,2026-04-05 17:22:16,배송중,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자8461,부산광역시,신용카드
20260405-0001092,20260405-0001092,2026-04-05 11:02:12,배송완료,냐한 남자 스티커팩,색상/타입:기본,1,6500,0,6500,구매자5288,대전광역시,네이버페이
20260405-0001093,20260405-0001093,2026-04-05 10:18:09,취소,마루는 강쥐 키링,색상/타입:그린,1,13500,0,13500,구매자3319,전라북도,신용카드
20260405-0001094,20260405-0001094,2026-04-05 10:15:31,배송중,냐한 남자 차량용 방향제,색상/타입:우드,3,14000,0,42000,구매자5519,전라북도,휴대폰
