주문일자,상품코드,상품명,옵션,판매수량,판매단가,판매금액,결제수단,수취인지역
2026-03-29,NW-100009,마루는 강쥐 스티커팩,레어,1,6500,6500,카카오페이,인천
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,2,15500,31000,카카오페이,경기
2026-03-29,NW-100025,냐한 남자 아크릴 스탠드,A타입,2,16000,32000,카카오페이,경기
2026-03-29,NW-100010,가비지타임 포토카드 세트,3탄,1,10800,10800,신용카드,인천
2026-03-29,NW-100038,외모지상주의 키링,퍼플,1,12000,12000,카카오페이,기타
2026-03-29,NW-100008,마루는 강쥐 키링,옐로우,1,13500,13500,카카오페이,기타
2026-03-29,NW-100008,마루는 강쥐 키링,옐로우,1,14000,14000,신용카드,부산
2026-03-29,NW-100018,가비지타임 아크릴 스탠드,C타입,1,15000,15000,카카오페이,서울
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,16000,16000,신용카드,대전
2026-03-29,NW-100009,마루는 강쥐 스티커팩,기본,1,6500,6500,카카오페이,기타
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,15000,15000,신용카드,경기
2026-03-29,NW-100013,가비지타임 봉제 인형,S,1,39000,39000,신용카드,기타
2026-03-29,NW-100009,마루는 강쥐 스티커팩,시즌2,1,7000,7000,신용카드,광주
2026-03-29,NW-100038,외모지상주의 키링,퍼플,1,12000,12000,신용카드,대전
2026-03-29,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,선물머니,광주
2026-03-29,NW-100002,마루는 강쥐 포토카드 세트,2탄,1,10800,10800,카카오페이,경기
2026-03-29,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,신용카드,대구
2026-03-29,NW-100009,마루는 강쥐 스티커팩,기본,1,6500,6500,카카오페이,대전
2026-03-29,NW-100032,신의 탑 봉제 인형,S,1,39500,39500,신용카드,인천
2026-03-29,NW-100032,신의 탑 봉제 인형,M,1,39000,39000,카카오페이,인천
2026-03-29,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,카카오페이,대구
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,카카오페이,대구
2026-03-29,NW-100019,냐한 남자 머그컵,화이트,1,18000,18000,선물머니,인천
2026-03-29,NW-100024,냐한 남자 스티커팩,레어,1,7000,7000,카카오페이,경기
2026-03-29,NW-100015,가비지타임 키링,퍼플,1,12000,12000,신용카드,기타
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,2,15500,31000,선물머니,경기
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,2,16000,32000,카카오페이,대전
2026-03-29,NW-100020,냐한 남자 봉제 인형,M,2,39000,78000,카카오페이,대전
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,2,15000,30000,신용카드,서울
2026-03-29,NW-100032,신의 탑 봉제 인형,S,1,40000,40000,카카오페이,부산
2026-03-29,NW-100014,가비지타임 스티커팩,시즌2,1,7500,7500,신용카드,대구
2026-03-29,NW-100018,가비지타임 아크릴 스탠드,B타입,1,15000,15000,카카오페이,대구
2026-03-29,NW-100002,마루는 강쥐 포토카드 세트,1탄,1,10800,10800,신용카드,대전
2026-03-29,NW-100038,외모지상주의 키링,그린,1,12000,12000,신용카드,광주
2026-03-29,NW-100002,마루는 강쥐 포토카드 세트,3탄,1,9800,9800,신용카드,광주
2026-03-30,NW-100036,외모지상주의 스티커팩,기본,1,7000,7000,신용카드,경기
2026-03-30,NW-100024,냐한 남자 스티커팩,레어,1,7500,7500,신용카드,경기
2026-03-30,NW-100002,마루는 강쥐 포토카드 세트,1탄,1,10300,10300,신용카드,경기
2026-03-30,NW-100040,외모지상주의 봉제 인형,S,1,39000,39000,카카오페이,서울
2026-03-30,NW-100015,가비지타임 키링,옐로우,2,12000,24000,카카오페이,경기
2026-03-30,NW-100040,외모지상주의 봉제 인형,M,2,39000,78000,선물머니,부산
2026-03-30,NW-100036,외모지상주의 스티커팩,시즌2,1,7500,7500,신용카드,광주
2026-03-30,NW-100018,가비지타임 아크릴 스탠드,B타입,1,16000,16000,카카오페이,대구
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,카카오페이,부산
2026-03-30,NW-100010,가비지타임 포토카드 세트,1탄,1,10300,10300,신용카드,서울
2026-03-30,NW-100020,냐한 남자 봉제 인형,S,1,40000,40000,카카오페이,광주
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,L,1,45000,45000,선물머니,기타
2026-03-30,NW-100008,마루는 강쥐 키링,핑크,2,13500,27000,선물머니,서울
2026-03-30,NW-100020,냐한 남자 봉제 인형,M,1,39000,39000,신용카드,서울
2026-03-30,NW-100015,가비지타임 키링,블루,1,12000,12000,카카오페이,부산
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,선물머니,인천
2026-03-30,NW-100009,마루는 강쥐 스티커팩,레어,1,7500,7500,카카오페이,인천
2026-03-30,NW-100038,외모지상주의 키링,그린,1,12000,12000,카카오페이,인천
2026-03-30,NW-100002,마루는 강쥐 포토카드 세트,2탄,1,9800,9800,카카오페이,대전
2026-03-30,NW-100036,외모지상주의 스티커팩,시즌2,1,7000,7000,카카오페이,광주
2026-03-30,NW-100002,마루는 강쥐 포토카드 세트,1탄,1,10800,10800,선물머니,기타
2026-03-30,NW-100008,마루는 강쥐 키링,핑크,3,13500,40500,신용카드,대전
2026-03-30,NW-100015,가비지타임 키링,핑크,1,13000,13000,카카오페이,대전
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,16000,16000,선물머니,경기
2026-03-30,NW-100018,가비지타임 아크릴 스탠드,B타입,1,15000,15000,신용카드,기타
2026-03-30,NW-100015,가비지타임 키링,그린,1,13000,13000,카카오페이,경기
2026-03-30,NW-100024,냐한 남자 스티커팩,레어,1,7000,7000,신용카드,경기
2026-03-30,NW-100016,가비지타임 머그컵,화이트,1,18500,18500,선물머니,대전
2026-03-30,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,카카오페이,대전
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,S,1,46000,46000,신용카드,서울
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,S,1,45500,45500,신용카드,광주
2026-03-30,NW-100025,냐한 남자 아크릴 스탠드,A타입,1,16000,16000,선물머니,부산
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,선물머니,대전
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,S,1,45000,45000,신용카드,경기
2026-03-30,NW-100015,가비지타임 키링,옐로우,1,12000,12000,카카오페이,대전
2026-03-30,NW-100024,냐한 남자 스티커팩,시즌2,1,7000,7000,선물머니,부산
2026-03-30,NW-100040,외모지상주의 봉제 인형,L,1,40000,40000,신용카드,서울
2026-03-30,NW-100010,가비지타임 포토카드 세트,3탄,1,9800,9800,신용카드,대전
2026-03-30,NW-100019,냐한 남자 머그컵,화이트,2,19000,38000,신용카드,광주
2026-03-30,NW-100010,가비지타임 포토카드 세트,3탄,1,10800,10800,카카오페이,서울
2026-03-30,NW-100023,냐한 남자 키링,블루,1,13000,13000,신용카드,경기
2026-03-30,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,신용카드,서울
2026-03-30,NW-100008,마루는 강쥐 키링,블루,3,14000,42000,신용카드,부산
2026-03-30,NW-100002,마루는 강쥐 포토카드 세트,2탄,3,10800,32400,카카오페이,경기
2026-03-30,NW-100016,가비지타임 머그컵,블랙,1,19000,19000,카카오페이,경기
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,L,1,45500,45500,선물머니,서울
2026-03-30,NW-100023,냐한 남자 키링,옐로우,1,13000,13000,카카오페이,서울
2026-03-30,NW-100031,신의 탑 머그컵,화이트,1,18500,18500,카카오페이,경기
2026-03-30,NW-100001,마루는 강쥐 봉제 인형,L,1,45000,45000,카카오페이,경기
2026-03-30,NW-100002,마루는 강쥐 포토카드 세트,2탄,1,10800,10800,카카오페이,경기
2026-03-30,NW-100027,신의 탑 포토카드 세트,3탄,1,10300,10300,카카오페이,부산
2026-03-30,NW-100008,마루는 강쥐 키링,그린,1,14000,14000,카카오페이,광주
2026-03-30,NW-100036,외모지상주의 스티커팩,레어,1,6500,6500,신용카드,기타
2026-03-30,NW-100010,가비지타임 포토카드 세트,3탄,1,9800,9800,카카오페이,인천
2026-03-30,NW-100018,가비지타임 아크릴 스탠드,A타입,1,15000,15000,신용카드,대전
2026-03-30,NW-100016,가비지타임 머그컵,블랙,1,19000,19000,카카오페이,기타
2026-03-30,NW-100013,가비지타임 봉제 인형,M,1,39000,39000,카카오페이,경기
2026-03-30,NW-100018,가비지타임 아크릴 스탠드,C타입,1,15000,15000,신용카드,기타
2026-03-30,NW-100033,신의 탑 키링,블루,1,12500,12500,카카오페이,부산
2026-03-30,NW-100035,외모지상주의 포토카드 세트,3탄,2,9800,19600,카카오페이,부산
2026-03-30,NW-100019,냐한 남자 머그컵,화이트,1,18000,18000,카카오페이,대전
2026-03-31,NW-100031,신의 탑 머그컵,화이트,1,18000,18000,신용카드,대구
2026-03-31,NW-100010,가비지타임 포토카드 세트,3탄,1,10800,10800,카카오페이,경기
2026-03-31,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,15000,신용카드,경기
2026-03-31,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,16000,16000,카카오페이,대전
2026-03-31,NW-100027,신의 탑 포토카드 세트,1탄,2,9800,19600,카카오페이,대구
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,S,1,45000,45000,신용카드,대구
2026-03-31,NW-100015,가비지타임 키링,옐로우,1,12000,12000,카카오페이,부산
2026-03-31,NW-100033,신의 탑 키링,블루,1,12500,12500,신용카드,기타
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15500,15500,카카오페이,부산
2026-03-31,NW-100009,마루는 강쥐 스티커팩,레어,2,7500,15000,카카오페이,경기
2026-03-31,NW-100008,마루는 강쥐 키링,블루,1,14000,14000,카카오페이,인천
2026-03-31,NW-100009,마루는 강쥐 스티커팩,기본,1,7500,7500,선물머니,기타
2026-03-31,NW-100009,마루는 강쥐 스티커팩,기본,1,6500,6500,신용카드,광주
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,S,1,45500,45500,선물머니,경기
2026-03-31,NW-100019,냐한 남자 머그컵,블랙,1,18000,18000,카카오페이,경기
2026-03-31,NW-100010,가비지타임 포토카드 세트,1탄,1,9800,9800,카카오페이,대구
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,16000,16000,카카오페이,대전
2026-03-31,NW-100033,신의 탑 키링,그린,1,12000,12000,카카오페이,대전
2026-03-31,NW-100018,가비지타임 아크릴 스탠드,B타입,1,16000,16000,카카오페이,광주
2026-03-31,NW-100023,냐한 남자 키링,그린,1,12500,12500,카카오페이,서울
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,M,1,45000,45000,신용카드,인천
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,M,1,46000,46000,카카오페이,부산
2026-03-31,NW-100035,외모지상주의 포토카드 세트,1탄,1,9800,9800,신용카드,대전
2026-03-31,NW-100023,냐한 남자 키링,블루,1,12500,12500,신용카드,기타
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,신용카드,서울
2026-03-31,NW-100040,외모지상주의 봉제 인형,S,3,40000,120000,신용카드,광주
2026-03-31,NW-100027,신의 탑 포토카드 세트,2탄,1,10300,10300,신용카드,부산
2026-03-31,NW-100023,냐한 남자 키링,옐로우,1,12000,12000,신용카드,경기
2026-03-31,NW-100008,마루는 강쥐 키링,블루,1,13500,13500,카카오페이,부산
2026-03-31,NW-100009,마루는 강쥐 스티커팩,시즌2,1,7500,7500,신용카드,대전
2026-03-31,NW-100002,마루는 강쥐 포토카드 세트,2탄,1,9800,9800,카카오페이,부산
2026-03-31,NW-100014,가비지타임 스티커팩,레어,2,7000,14000,카카오페이,대전
2026-03-31,NW-100025,냐한 남자 아크릴 스탠드,B타입,1,15000,15000,카카오페이,대구
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,M,1,46000,46000,신용카드,인천
2026-03-31,NW-100014,가비지타임 스티커팩,시즌2,1,7500,7500,신용카드,대구
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,L,1,46000,46000,카카오페이,대전
2026-03-31,NW-100023,냐한 남자 키링,그린,3,12000,36000,신용카드,인천
2026-03-31,NW-100001,마루는 강쥐 봉제 인형,L,1,45000,45000,카카오페이,대전
2026-03-31,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,15000,신용카드,서울
2026-03-31,NW-100009,마루는 강쥐 스티커팩,시즌2,2,7500,15000,신용카드,광주
2026-03-31,NW-100032,신의 탑 봉제 인형,M,1,39000,39000,신용카드,인천
2026-03-31,NW-100019,냐한 남자 머그컵,블랙,1,18000,18000,카카오페이,서울
2026-03-31,NW-100009,마루는 강쥐 스티커팩,레어,1,7500,7500,신용카드,인천
2026-03-31,NW-100018,가비지타임 아크릴 스탠드,C타입,3,15000,45000,신용카드,대구
2026-03-31,NW-100002,마루는 강쥐 포토카드 세트,3탄,1,9800,9800,카카오페이,인천
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,3,15000,45000,신용카드,기타
2026-03-31,NW-100009,마루는 강쥐 스티커팩,레어,1,6500,6500,카카오페이,대구
2026-03-31,NW-100009,마루는 강쥐 스티커팩,기본,1,6500,6500,카카오페이,기타
2026-03-31,NW-100009,마루는 강쥐 스티커팩,시즌2,1,6500,6500,카카오페이,기타
